ingestion_time_utc,mapped_airline,live_flights,avg_velocity,avg_altitude,on_ground_count,airborne_count,prev_live_flights,count_change,target_anomaly,total_route_flights,distinct_departure_hubs,has_aviationstack_context,airborne_ratio,on_ground_ratio,predicted_anomaly,predicted_probability
2026-04-01T17:23:54.240464+00:00,Cathay Pacific,97,88.56,3402.2,12,85,94.0,3.0,0,20.0,5.0,1,0.8762886597938144,0.1237113402061855,1,0.6540503619097581
2026-04-01T17:23:54.240464+00:00,Delta Air Lines,493,194.75,8733.64,42,451,506.0,-13.0,1,63.0,6.0,1,0.9148073022312372,0.0851926977687626,1,0.8731635700093433
2026-04-01T17:23:54.240464+00:00,Emirates,58,236.0,9980.57,2,56,58.0,0.0,0,36.0,8.0,1,0.9655172413793104,0.0344827586206896,0,0.27144576149115845
2026-04-01T17:23:54.240464+00:00,Etihad Airways,16,226.45,9586.91,0,16,14.0,2.0,0,19.0,7.0,1,1.0,0.0,0,0.17979310140436114
2026-04-01T17:23:54.240464+00:00,IndiGo,71,172.67,6838.14,7,64,73.0,-2.0,0,62.0,9.0,1,0.9014084507042254,0.0985915492957746,1,0.6036556212481893
2026-04-01T17:23:54.240464+00:00,Japan Airlines,12,230.45,8987.79,0,12,11.0,1.0,0,23.0,8.0,1,1.0,0.0,0,0.09874166377716753
2026-04-01T17:23:54.240464+00:00,KLM,81,164.65,6843.3,10,71,82.0,-1.0,0,52.0,6.0,1,0.8765432098765432,0.1234567901234567,1,0.5730747825577609
2026-04-01T17:23:54.240464+00:00,Lufthansa,117,181.6,8029.98,10,107,122.0,-5.0,1,34.0,6.0,1,0.9145299145299144,0.0854700854700854,1,0.5105752226892383
2026-04-01T17:23:54.240464+00:00,Qantas,14,202.79,7070.82,0,14,12.0,2.0,0,23.0,8.0,1,1.0,0.0,0,0.1413905533548788
2026-04-01T17:23:54.240464+00:00,Qatar Airways,28,245.47,10198.95,1,27,28.0,0.0,0,14.0,4.0,1,0.9642857142857144,0.0357142857142857,0,0.05418706517657328
2026-04-01T17:23:54.240464+00:00,Singapore Airlines,23,252.96,10294.62,0,23,25.0,-2.0,0,23.0,7.0,1,1.0,0.0,0,0.2562896520858463
2026-04-01T17:23:54.240464+00:00,SpiceJet,10,141.4,7400.93,2,8,10.0,0.0,0,4.0,2.0,1,0.8,0.2,0,0.16313358793860408
2026-04-01T17:23:54.240464+00:00,Thai Airways,19,144.49,5500.44,0,19,17.0,2.0,0,0.0,0.0,0,1.0,0.0,0,0.011604346718507874
2026-04-01T17:23:54.240464+00:00,Turkish Airlines,128,201.26,9133.11,7,121,127.0,1.0,0,10.0,6.0,1,0.9453125,0.0546875,1,0.6619180083263658
2026-04-01T17:23:54.240464+00:00,United Airlines,482,187.35,8511.65,55,427,474.0,8.0,1,35.0,7.0,1,0.8858921161825726,0.1141078838174273,1,0.919026066831747
2026-04-06T16:59:34.721135+00:00,ANA,19,201.34,7810.5,0,19,13.0,6.0,1,27.0,6.0,1,1.0,0.0,0,0.2957548008248014
2026-04-06T16:59:34.721135+00:00,Air France,92,176.57,8169.27,7,85,94.0,-2.0,0,41.0,8.0,1,0.9239130434782608,0.0760869565217391,0,0.43220553010631596
2026-04-06T16:59:34.721135+00:00,Air India,66,177.08,7189.59,4,62,51.0,15.0,1,40.0,6.0,1,0.9393939393939394,0.0606060606060606,0,0.4820914731397779
2026-04-06T16:59:34.721135+00:00,American Airlines,546,190.21,8573.03,46,500,517.0,29.0,1,35.0,7.0,1,0.9157509157509156,0.0842490842490842,1,0.8028417347600805
2026-04-06T16:59:34.721135+00:00,British Airways,84,198.23,7818.76,0,84,86.0,-2.0,0,22.0,9.0,1,1.0,0.0,0,0.32647759538917853
2026-04-06T16:59:34.721135+00:00,Cathay Pacific,118,84.63,2886.68,7,111,97.0,21.0,1,20.0,5.0,1,0.940677966101695,0.059322033898305,1,0.680977352643724
2026-04-06T16:59:34.721135+00:00,Delta Air Lines,458,192.44,8550.59,39,419,493.0,-35.0,1,63.0,6.0,1,0.9148471615720524,0.0851528384279476,1,0.8553199671112778
2026-04-06T16:59:34.721135+00:00,Emirates,44,231.82,9539.2,0,44,58.0,-14.0,1,36.0,8.0,1,1.0,0.0,0,0.29190411521015863
2026-04-06T16:59:34.721135+00:00,Etihad Airways,21,236.46,10190.84,0,21,16.0,5.0,1,19.0,7.0,1,1.0,0.0,0,0.15616125194975125
2026-04-06T16:59:34.721135+00:00,IndiGo,84,159.36,6201.72,7,77,71.0,13.0,1,62.0,9.0,1,0.9166666666666666,0.0833333333333333,1,0.6708111243667026
2026-04-06T16:59:34.721135+00:00,Japan Airlines,11,152.02,8757.29,3,8,12.0,-1.0,0,23.0,8.0,1,0.7272727272727273,0.2727272727272727,0,0.1029307745681538
2026-04-06T16:59:34.721135+00:00,KLM,85,186.14,8182.72,6,79,81.0,4.0,0,52.0,6.0,1,0.9294117647058824,0.0705882352941176,0,0.4781601086700007
2026-04-06T16:59:34.721135+00:00,Lufthansa,123,190.15,8140.83,9,114,117.0,6.0,1,34.0,6.0,1,0.926829268292683,0.073170731707317,0,0.48526905878569127
2026-04-06T16:59:34.721135+00:00,Qantas,6,251.0,10598.15,0,6,14.0,-8.0,1,23.0,8.0,1,1.0,0.0,0,0.06087885424614176
2026-04-06T16:59:34.721135+00:00,Qatar Airways,24,236.83,9271.64,0,24,28.0,-4.0,0,14.0,4.0,1,1.0,0.0,0,0.06993849050511929
2026-04-06T16:59:34.721135+00:00,Singapore Airlines,23,252.64,9629.69,0,23,23.0,0.0,0,23.0,7.0,1,1.0,0.0,0,0.27130356431235597
2026-04-06T16:59:34.721135+00:00,SpiceJet,13,164.45,6842.76,2,11,10.0,3.0,0,4.0,2.0,1,0.8461538461538461,0.1538461538461538,0,0.16043961375353166
2026-04-06T16:59:34.721135+00:00,Thai Airways,24,108.49,5052.42,4,20,19.0,5.0,1,0.0,0.0,0,0.8333333333333334,0.1666666666666666,0,0.012132896387006905
2026-04-06T16:59:34.721135+00:00,Turkish Airlines,114,200.32,8491.22,6,108,128.0,-14.0,1,10.0,6.0,1,0.9473684210526316,0.0526315789473684,1,0.6662586905942276
2026-04-06T16:59:34.721135+00:00,United Airlines,447,205.63,9238.05,30,417,482.0,-35.0,1,35.0,7.0,1,0.9328859060402684,0.0671140939597315,1,0.7411205538829168
2026-04-06T17:00:09.480304+00:00,ANA,20,192.09,7812.91,1,19,19.0,1.0,0,27.0,6.0,1,0.95,0.05,0,0.28972592131085306
2026-04-06T17:00:09.480304+00:00,Air France,92,176.42,8172.67,7,85,92.0,0.0,0,41.0,8.0,1,0.9239130434782608,0.0760869565217391,0,0.43251661831530064
2026-04-06T17:00:09.480304+00:00,Air India,66,176.1,7145.96,4,62,66.0,0.0,0,40.0,6.0,1,0.9393939393939394,0.0606060606060606,0,0.48598516121234675
2026-04-06T17:00:09.480304+00:00,American Airlines,546,190.29,8553.12,45,501,546.0,0.0,0,35.0,7.0,1,0.9175824175824177,0.0824175824175824,1,0.7963373077940654
2026-04-06T17:00:09.480304+00:00,British Airways,84,198.19,7808.69,0,84,84.0,0.0,0,22.0,9.0,1,1.0,0.0,0,0.3268199585449752
2026-04-06T17:00:09.480304+00:00,Cathay Pacific,117,83.87,2786.5,7,110,118.0,-1.0,0,20.0,5.0,1,0.9401709401709402,0.0598290598290598,1,0.6844708159964106
2026-04-06T17:00:09.480304+00:00,Delta Air Lines,459,192.16,8557.11,40,419,458.0,1.0,0,63.0,6.0,1,0.9128540305010894,0.0871459694989106,1,0.8608227504634095
2026-04-06T17:00:09.480304+00:00,Emirates,44,231.94,9544.74,0,44,44.0,0.0,0,36.0,8.0,1,1.0,0.0,0,0.29150514583513903
2026-04-06T17:00:09.480304+00:00,Etihad Airways,21,235.98,10190.48,0,21,21.0,0.0,0,19.0,7.0,1,1.0,0.0,0,0.1568614524446074
2026-04-06T17:00:09.480304+00:00,IndiGo,83,160.85,6528.33,7,76,84.0,-1.0,0,62.0,9.0,1,0.9156626506024096,0.0843373493975903,1,0.6579422948014588
2026-04-06T17:00:09.480304+00:00,Japan Airlines,11,150.49,8809.67,3,8,11.0,0.0,0,23.0,8.0,1,0.7272727272727273,0.2727272727272727,0,0.10394757149216609
2026-04-06T17:00:09.480304+00:00,KLM,85,186.21,8173.95,6,79,85.0,0.0,0,52.0,6.0,1,0.9294117647058824,0.0705882352941176,0,0.4782114889636569
2026-04-06T17:00:09.480304+00:00,Lufthansa,122,191.59,8175.32,8,114,123.0,-1.0,0,34.0,6.0,1,0.9344262295081968,0.0655737704918032,0,0.4747230863565232
2026-04-06T17:00:09.480304+00:00,Qantas,7,247.94,10726.78,0,7,6.0,1.0,0,23.0,8.0,1,1.0,0.0,0,0.062077662499428726
2026-04-06T17:00:09.480304+00:00,Qatar Airways,24,235.39,9715.5,1,23,24.0,0.0,0,14.0,4.0,1,0.9583333333333334,0.0416666666666666,0,0.0616381288543339
2026-04-06T17:00:09.480304+00:00,Singapore Airlines,23,253.8,9675.74,0,23,23.0,0.0,0,23.0,7.0,1,1.0,0.0,0,0.26779235964916814
2026-04-06T17:00:09.480304+00:00,SpiceJet,13,164.59,6345.56,2,11,13.0,0.0,0,4.0,2.0,1,0.8461538461538461,0.1538461538461538,0,0.1677998692043112
2026-04-06T17:00:09.480304+00:00,Thai Airways,22,108.27,4857.95,4,18,24.0,-2.0,0,0.0,0.0,0,0.8181818181818182,0.1818181818181818,0,0.011736231933894612
2026-04-06T17:00:09.480304+00:00,Turkish Airlines,113,200.91,8550.99,6,107,114.0,-1.0,0,10.0,6.0,1,0.9469026548672568,0.0530973451327433,1,0.6626279294041938
2026-04-06T17:00:09.480304+00:00,United Airlines,446,205.62,9218.3,30,416,447.0,-1.0,0,35.0,7.0,1,0.9327354260089686,0.0672645739910313,1,0.7411704551091639
2026-04-06T17:17:17.852970+00:00,ANA,15,211.27,10397.78,2,13,20.0,-5.0,1,27.0,6.0,1,0.8666666666666667,0.1333333333333333,0,0.16063491047735018
2026-04-06T17:17:17.852970+00:00,Air France,93,173.74,7485.56,6,87,92.0,1.0,0,41.0,8.0,1,0.935483870967742,0.064516129032258,0,0.4572980675025929
2026-04-06T17:17:17.852970+00:00,Air India,59,185.0,7315.59,1,58,66.0,-7.0,1,40.0,6.0,1,0.9830508474576272,0.0169491525423728,0,0.45731677767926904
2026-04-06T17:17:17.852970+00:00,American Airlines,552,191.12,8614.27,48,504,546.0,6.0,1,35.0,7.0,1,0.9130434782608696,0.0869565217391304,1,0.8154601996292065
2026-04-06T17:17:17.852970+00:00,British Airways,86,191.48,7920.8,4,82,84.0,2.0,0,22.0,9.0,1,0.9534883720930232,0.0465116279069767,0,0.34703854954596375
2026-04-06T17:17:17.852970+00:00,Cathay Pacific,121,90.81,3219.83,10,111,117.0,4.0,0,20.0,5.0,1,0.9173553719008264,0.0826446280991735,1,0.6724945482521236
2026-04-06T17:17:17.852970+00:00,Delta Air Lines,470,193.47,8370.87,32,438,459.0,11.0,1,63.0,6.0,1,0.9319148936170212,0.0680851063829787,1,0.8213372366263654
2026-04-06T17:17:17.852970+00:00,Emirates,42,232.55,9883.51,1,41,44.0,-2.0,0,36.0,8.0,1,0.9761904761904762,0.0238095238095238,0,0.2743390463060306
2026-04-06T17:17:17.852970+00:00,Etihad Airways,26,223.22,8746.59,0,26,21.0,5.0,1,19.0,7.0,1,1.0,0.0,0,0.20196649910647244
2026-04-06T17:17:17.852970+00:00,IndiGo,78,163.06,7050.02,10,68,83.0,-5.0,1,62.0,9.0,1,0.8717948717948718,0.1282051282051282,1,0.6345709243532491
2026-04-06T17:17:17.852970+00:00,Japan Airlines,13,177.31,9134.99,2,11,11.0,2.0,0,23.0,8.0,1,0.8461538461538461,0.1538461538461538,0,0.1089859243761508
2026-04-06T17:17:17.852970+00:00,KLM,78,176.7,7178.88,5,73,85.0,-7.0,1,52.0,6.0,1,0.935897435897436,0.0641025641025641,1,0.5229617089000166
2026-04-06T17:17:17.852970+00:00,Lufthansa,125,187.2,7926.3,8,117,122.0,3.0,0,34.0,6.0,1,0.936,0.064,0,0.4961919359582138
2026-04-06T17:17:17.852970+00:00,Qantas,6,165.15,7857.74,1,5,7.0,-1.0,0,23.0,8.0,1,0.8333333333333334,0.1666666666666666,0,0.11477116538249664
2026-04-06T17:17:17.852970+00:00,Qatar Airways,21,237.15,10227.56,1,20,24.0,-3.0,0,14.0,4.0,1,0.9523809523809524,0.0476190476190476,0,0.05598986693123008
2026-04-06T17:17:17.852970+00:00,Singapore Airlines,25,248.47,9569.2,0,25,23.0,2.0,0,23.0,7.0,1,1.0,0.0,0,0.2824027253202793
2026-04-06T17:17:17.852970+00:00,SpiceJet,7,198.6,7181.31,0,7,13.0,-6.0,1,4.0,2.0,1,1.0,0.0,0,0.16544369237782197
2026-04-06T17:17:17.852970+00:00,Thai Airways,24,97.16,3666.31,3,21,22.0,2.0,0,0.0,0.0,0,0.875,0.125,0,0.017640451090333648
2026-04-06T17:17:17.852970+00:00,Turkish Airlines,135,198.49,8756.63,7,128,113.0,22.0,1,10.0,6.0,1,0.9481481481481482,0.0518518518518518,1,0.6823833877722723
2026-04-06T17:17:17.852970+00:00,United Airlines,474,196.62,8390.8,32,442,446.0,28.0,1,35.0,7.0,1,0.9324894514767932,0.0675105485232067,1,0.7991162183120774
2026-04-06T17:22:21.556775+00:00,ANA,12,243.42,10288.91,0,12,15.0,-3.0,0,27.0,6.0,1,1.0,0.0,0,0.16593724776905627
2026-04-06T17:22:21.556775+00:00,Air France,92,171.36,7183.03,5,87,93.0,-1.0,0,41.0,8.0,1,0.9456521739130436,0.0543478260869565,0,0.4688158322403319
2026-04-06T17:22:21.556775+00:00,Air India,58,182.65,7936.23,5,53,59.0,-1.0,0,40.0,6.0,1,0.913793103448276,0.0862068965517241,0,0.43255681196862233
2026-04-06T17:22:21.556775+00:00,American Airlines,558,191.14,8687.25,53,505,552.0,6.0,1,35.0,7.0,1,0.9050179211469536,0.0949820788530465,1,0.8455706629972659
2026-04-06T17:22:21.556775+00:00,British Airways,80,196.1,8380.6,4,76,86.0,-6.0,1,22.0,9.0,1,0.95,0.05,0,0.31965276440379725
2026-04-06T17:22:21.556775+00:00,Cathay Pacific,130,78.61,2625.09,10,120,121.0,9.0,1,20.0,5.0,1,0.9230769230769232,0.0769230769230769,1,0.7218052197687062
2026-04-06T17:22:21.556775+00:00,Delta Air Lines,458,193.27,8484.61,35,423,470.0,-12.0,1,63.0,6.0,1,0.9235807860262008,0.0764192139737991,1,0.8337645156911947
2026-04-06T17:22:21.556775+00:00,Emirates,40,236.49,9761.41,0,40,42.0,-2.0,0,36.0,8.0,1,1.0,0.0,0,0.2752726406515879
2026-04-06T17:22:21.556775+00:00,Etihad Airways,24,216.54,8426.06,1,23,26.0,-2.0,0,19.0,7.0,1,0.9583333333333334,0.0416666666666666,0,0.20262850085323905
2026-04-06T17:22:21.556775+00:00,IndiGo,75,163.51,7348.55,9,66,78.0,-3.0,0,62.0,9.0,1,0.88,0.12,1,0.6201921152459035
2026-04-06T17:22:21.556775+00:00,Japan Airlines,12,197.76,9689.87,1,11,13.0,-1.0,0,23.0,8.0,1,0.9166666666666666,0.0833333333333333,0,0.10131168147492757
2026-04-06T17:22:21.556775+00:00,KLM,76,178.24,6935.68,4,72,78.0,-2.0,0,52.0,6.0,1,0.9473684210526316,0.0526315789473684,1,0.522949084217482
2026-04-06T17:22:21.556775+00:00,Lufthansa,124,184.16,7881.35,10,114,125.0,-1.0,0,34.0,6.0,1,0.9193548387096774,0.0806451612903225,1,0.5146530016419207
2026-04-06T17:22:21.556775+00:00,Qantas,6,171.43,7528.56,1,5,6.0,0.0,0,23.0,8.0,1,0.8333333333333334,0.1666666666666666,0,0.11152742837219407
2026-04-06T17:22:21.556775+00:00,Qatar Airways,18,235.69,9397.15,0,18,21.0,-3.0,0,14.0,4.0,1,1.0,0.0,0,0.06926326240261921
2026-04-06T17:22:21.556775+00:00,Singapore Airlines,24,241.35,9586.28,1,23,25.0,-1.0,0,23.0,7.0,1,0.9583333333333334,0.0416666666666666,0,0.2769530502175832
2026-04-06T17:22:21.556775+00:00,SpiceJet,8,178.26,6850.38,0,8,7.0,1.0,0,4.0,2.0,1,1.0,0.0,0,0.20473284952630105
2026-04-06T17:22:21.556775+00:00,Thai Airways,21,94.27,3370.85,1,20,24.0,-3.0,0,0.0,0.0,0,0.9523809523809524,0.0476190476190476,0,0.02236240775707735
2026-04-06T17:22:21.556775+00:00,Turkish Airlines,130,202.89,8949.35,5,125,135.0,-5.0,1,10.0,6.0,1,0.9615384615384616,0.0384615384615384,1,0.6544893547789516
2026-04-06T17:22:21.556775+00:00,United Airlines,477,193.92,8470.09,40,437,474.0,3.0,0,35.0,7.0,1,0.9161425576519916,0.0838574423480083,1,0.8500994641503766
2026-04-06T17:27:27.175455+00:00,ANA,12,239.0,10299.07,0,12,12.0,0.0,0,27.0,6.0,1,1.0,0.0,0,0.17259386095042134
2026-04-06T17:27:27.175455+00:00,Air France,97,162.03,7134.86,10,87,92.0,5.0,1,41.0,8.0,1,0.8969072164948454,0.1030927835051546,1,0.5142768065784765
2026-04-06T17:27:27.175455+00:00,Air India,58,180.75,7853.26,6,52,58.0,0.0,0,40.0,6.0,1,0.896551724137931,0.1034482758620689,0,0.43658606032936276
2026-04-06T17:27:27.175455+00:00,American Airlines,549,188.26,8654.17,57,492,558.0,-9.0,1,35.0,7.0,1,0.8961748633879781,0.1038251366120218,1,0.8681008279327036
2026-04-06T17:27:27.175455+00:00,British Airways,83,189.08,8066.94,5,78,80.0,3.0,0,22.0,9.0,1,0.9397590361445785,0.0602409638554216,0,0.34808512620395377
2026-04-06T17:27:27.175455+00:00,Cathay Pacific,132,82.29,2645.77,6,126,130.0,2.0,0,20.0,5.0,1,0.9545454545454546,0.0454545454545454,1,0.6970195032691139
2026-04-06T17:27:27.175455+00:00,Delta Air Lines,457,194.27,8473.99,30,427,458.0,-1.0,0,63.0,6.0,1,0.9343544857768052,0.0656455142231947,1,0.8017800704769132
2026-04-06T17:27:27.175455+00:00,Emirates,40,231.47,9189.91,0,40,40.0,0.0,0,36.0,8.0,1,1.0,0.0,0,0.2995298179809418
2026-04-06T17:27:27.175455+00:00,Etihad Airways,24,213.35,8186.86,1,23,24.0,0.0,0,19.0,7.0,1,0.9583333333333334,0.0416666666666666,0,0.2127532115845369
2026-04-06T17:27:27.175455+00:00,IndiGo,70,162.62,7368.04,9,61,75.0,-5.0,1,62.0,9.0,1,0.8714285714285714,0.1285714285714285,1,0.6129076578817081
2026-04-06T17:27:27.175455+00:00,Japan Airlines,11,208.6,10275.57,1,10,12.0,-1.0,0,23.0,8.0,1,0.9090909090909092,0.0909090909090909,0,0.08352005922848413
2026-04-06T17:27:27.175455+00:00,KLM,71,171.04,6647.53,5,66,76.0,-5.0,1,52.0,6.0,1,0.9295774647887324,0.0704225352112676,1,0.5447996401997144
2026-04-06T17:27:27.175455+00:00,Lufthansa,120,183.34,7632.14,7,113,124.0,-4.0,0,34.0,6.0,1,0.9416666666666668,0.0583333333333333,1,0.5060403262207668
2026-04-06T17:27:27.175455+00:00,Qantas,5,156.75,5109.97,1,4,6.0,-1.0,0,23.0,8.0,1,0.8,0.2,0,0.14585769921625508
2026-04-06T17:27:27.175455+00:00,Qatar Airways,19,244.06,9448.4,0,19,18.0,1.0,0,14.0,4.0,1,1.0,0.0,0,0.06332582424137374
2026-04-06T17:27:27.175455+00:00,Singapore Airlines,22,239.25,9608.47,1,21,24.0,-2.0,0,23.0,7.0,1,0.9545454545454546,0.0454545454545454,0,0.27773609234240715
2026-04-06T17:27:27.175455+00:00,SpiceJet,8,181.33,7903.85,0,8,8.0,0.0,0,4.0,2.0,1,1.0,0.0,0,0.18129661703865474
2026-04-06T17:27:27.175455+00:00,Thai Airways,23,87.47,2704.74,5,18,21.0,2.0,0,0.0,0.0,0,0.782608695652174,0.217391304347826,0,0.01721863497232178
2026-04-06T17:27:27.175455+00:00,Turkish Airlines,131,200.74,8938.02,6,125,130.0,1.0,0,10.0,6.0,1,0.9541984732824428,0.0458015267175572,1,0.665349770915901
2026-04-06T17:27:27.175455+00:00,United Airlines,493,187.52,8254.25,49,444,477.0,16.0,1,35.0,7.0,1,0.9006085192697769,0.0993914807302231,1,0.903285611480715
2026-04-06T17:32:34.504077+00:00,ANA,12,237.39,10342.25,0,12,12.0,0.0,0,27.0,6.0,1,1.0,0.0,0,0.1744384684065022
2026-04-06T17:32:34.504077+00:00,Air France,92,166.77,7391.58,9,83,97.0,-5.0,1,41.0,8.0,1,0.9021739130434784,0.0978260869565217,0,0.4849066543219184
2026-04-06T17:32:34.504077+00:00,Air India,56,173.44,7563.76,6,50,58.0,-2.0,0,40.0,6.0,1,0.8928571428571429,0.1071428571428571,0,0.46032151302139296
2026-04-06T17:32:34.504077+00:00,American Airlines,564,186.54,8585.69,60,504,549.0,15.0,1,35.0,7.0,1,0.8936170212765957,0.1063829787234042,1,0.8879125637319016
2026-04-06T17:32:34.504077+00:00,British Airways,82,183.93,7973.93,6,76,83.0,-1.0,0,22.0,9.0,1,0.926829268292683,0.073170731707317,0,0.36348668865069006
2026-04-06T17:32:34.504077+00:00,Cathay Pacific,142,86.02,2776.48,6,136,132.0,10.0,1,20.0,5.0,1,0.9577464788732394,0.0422535211267605,1,0.6908864960856522
2026-04-06T17:32:34.504077+00:00,Delta Air Lines,455,192.78,8635.25,38,417,457.0,-2.0,0,63.0,6.0,1,0.9164835164835164,0.0835164835164835,1,0.8477027977128058
2026-04-06T17:32:34.504077+00:00,Emirates,41,226.92,9193.53,1,40,40.0,1.0,0,36.0,8.0,1,0.975609756097561,0.024390243902439,0,0.30196168400091483
2026-04-06T17:32:34.504077+00:00,Etihad Airways,23,211.52,8713.29,2,21,24.0,-1.0,0,19.0,7.0,1,0.9130434782608696,0.0869565217391304,0,0.18799594692376145
2026-04-06T17:32:34.504077+00:00,IndiGo,65,159.08,7019.18,8,57,70.0,-5.0,1,62.0,9.0,1,0.8769230769230769,0.123076923076923,1,0.6226680363228224
2026-04-06T17:32:34.504077+00:00,Japan Airlines,9,234.37,10570.63,0,9,11.0,-2.0,0,23.0,8.0,1,1.0,0.0,0,0.08058046686923928
2026-04-06T17:32:34.504077+00:00,KLM,68,166.05,6542.91,8,60,71.0,-3.0,0,52.0,6.0,1,0.8823529411764706,0.1176470588235294,1,0.5539885961459714
2026-04-06T17:32:34.504077+00:00,Lufthansa,122,177.95,7938.14,14,108,120.0,2.0,0,34.0,6.0,1,0.8852459016393442,0.1147540983606557,1,0.5469959869622761
2026-04-06T17:32:34.504077+00:00,Qantas,4,181.06,6242.69,0,4,5.0,-1.0,0,23.0,8.0,1,1.0,0.0,0,0.18414020172866138
2026-04-06T17:32:34.504077+00:00,Qatar Airways,18,231.99,9536.01,0,18,19.0,-1.0,0,14.0,4.0,1,1.0,0.0,0,0.0709029916101555
2026-04-06T17:32:34.504077+00:00,Singapore Airlines,20,237.07,10070.43,1,19,22.0,-2.0,0,23.0,7.0,1,0.95,0.05,0,0.26845274594547297
2026-04-06T17:32:34.504077+00:00,SpiceJet,9,197.02,8564.03,0,9,8.0,1.0,0,4.0,2.0,1,1.0,0.0,0,0.1478654273162932
2026-04-06T17:32:34.504077+00:00,Thai Airways,26,95.43,2891.62,5,21,23.0,3.0,0,0.0,0.0,0,0.8076923076923077,0.1923076923076923,0,0.0169987095165605
2026-04-06T17:32:34.504077+00:00,Turkish Airlines,128,202.2,9615.1,9,119,131.0,-3.0,0,10.0,6.0,1,0.9296875,0.0703125,1,0.6567285892443124
2026-04-06T17:32:34.504077+00:00,United Airlines,485,186.85,8096.23,44,441,493.0,-8.0,1,35.0,7.0,1,0.909278350515464,0.090721649484536,1,0.8845031248887819
2026-04-06T17:37:38.903691+00:00,ANA,13,225.4,8973.43,0,13,12.0,1.0,0,27.0,6.0,1,1.0,0.0,0,0.21933473095129508
2026-04-06T17:37:38.903691+00:00,Air France,90,166.24,7567.13,9,81,92.0,-2.0,0,41.0,8.0,1,0.9,0.1,0,0.4787861330087986
2026-04-06T17:37:38.903691+00:00,Air India,55,181.38,7477.56,4,51,56.0,-1.0,0,40.0,6.0,1,0.9272727272727272,0.0727272727272727,0,0.4474456049238102
2026-04-06T17:37:38.903691+00:00,American Airlines,553,187.89,8496.8,52,501,564.0,-11.0,1,35.0,7.0,1,0.9059674502712476,0.0940325497287522,1,0.8461157167845988
2026-04-06T17:37:38.903691+00:00,British Airways,82,189.41,7878.88,5,77,82.0,0.0,0,22.0,9.0,1,0.9390243902439024,0.0609756097560975,0,0.3510657628586868
2026-04-06T17:37:38.903691+00:00,Cathay Pacific,140,83.2,2638.95,5,135,142.0,-2.0,0,20.0,5.0,1,0.9642857142857144,0.0357142857142857,1,0.6947697112091042
2026-04-06T17:37:38.903691+00:00,Delta Air Lines,450,193.86,8645.94,36,414,455.0,-5.0,1,63.0,6.0,1,0.92,0.08,1,0.833659525552055
2026-04-06T17:37:38.903691+00:00,Emirates,46,220.79,8764.35,1,45,41.0,5.0,1,36.0,8.0,1,0.9782608695652174,0.0217391304347826,0,0.3304729867349012
2026-04-06T17:37:38.903691+00:00,Etihad Airways,27,215.24,8542.63,2,25,23.0,4.0,0,19.0,7.0,1,0.925925925925926,0.074074074074074,0,0.19271291570706095
2026-04-06T17:37:38.903691+00:00,IndiGo,61,172.58,6840.13,5,56,65.0,-4.0,0,62.0,9.0,1,0.918032786885246,0.081967213114754,1,0.5913105344528243
2026-04-06T17:37:38.903691+00:00,Japan Airlines,8,240.58,10779.44,0,8,9.0,-1.0,0,23.0,8.0,1,1.0,0.0,0,0.07396852286748419
2026-04-06T17:37:38.903691+00:00,KLM,64,158.08,5737.47,6,58,68.0,-4.0,0,52.0,6.0,1,0.90625,0.09375,1,0.5930868460561142
2026-04-06T17:37:38.903691+00:00,Lufthansa,113,176.74,8234.19,15,98,122.0,-9.0,1,34.0,6.0,1,0.8672566371681416,0.1327433628318584,1,0.534720114429518
